date,entry,exit,qty,direction,pnl,capital
2018-11-27 09:20:00,10630.1,10619.4699,130,1,-1421.9130000000405,595410.1278750009
2018-11-27 09:45:00,10627.7,10617.072300000002,130,1,-1421.6009999998823,593988.526875001
2018-11-27 11:20:00,10626.25,10615.62375,130,1,-1421.4124999999149,592567.1143750012
2018-11-28 09:15:00,10648.4,10706.966199999999,130,1,7573.605999999909,600140.7203750011
2018-11-29 09:15:00,10723.3,10782.27815,130,1,7627.159500000107,607767.8798750011
2018-11-29 14:10:00,10811.25,10870.711875,130,1,7690.0437500001135,615457.9236250012
2018-11-29 15:05:00,10867.85,10856.98215,130,1,-1452.8205000000708,614005.1031250012
2018-11-30 09:30:00,10855.1,10914.80305,130,1,7721.39650000001,621726.4996250012
2018-11-30 09:45:00,10917.35,10906.43265,130,1,-1459.255499999963,620267.2441250012
2018-11-30 11:35:00,10896.75,10885.85325,130,1,-1456.5774999999849,618810.6666250012
2018-12-04 09:20:00,10877.85,10866.97215,130,1,-1454.1205000000991,617356.5461250012
2018-12-04 13:40:00,10859.5,10870.3595,130,-1,-1451.7350000000624,615904.811125001
2018-12-05 09:15:00,10873.8,10813.9941,130,-1,7734.76699999992,623639.5781250009
2018-12-06 09:15:00,10799.3,10739.903849999999,130,-1,7681.499500000064,631321.077625001
2018-12-06 14:10:00,10698.5,10639.65825,130,-1,7609.427499999947,638930.505125001
2018-12-07 09:15:00,10626.85,10637.476850000001,130,-1,-1421.4905000000726,637509.0146250009
2018-12-07 09:25:00,10623.8,10634.423799999999,130,-1,-1421.093999999921,636087.920625001
2018-12-07 10:20:00,10634.65,10645.28465,130,-1,-1422.5044999999955,634665.4161250009
2018-12-07 12:30:00,10642.2,10652.842200000001,130,-1,-1423.48600000003,633241.9301250009
2018-12-07 14:05:00,10639.8,10650.4398,130,-1,-1423.1740000001082,631818.7561250008
2018-12-07 14:35:00,10636.0,10646.636,130,-1,-1422.6800000000549,630396.0761250007
2018-12-10 11:20:00,10517.85,10528.36785,130,-1,-1407.3205000000235,628988.7556250007
2018-12-10 13:05:00,10519.5,10530.0195,130,-1,-1407.5350000000435,627581.2206250007
2018-12-11 09:15:00,10517.8,10459.952099999999,130,-1,7480.227000000086,635061.4476250007
2018-12-11 09:40:00,10342.9,10353.2429,130,-1,-1384.5769999999538,633676.8706250008
2018-12-11 15:00:00,10551.55,10540.99845,130,1,-1411.7015000000174,632265.1691250008
2018-12-12 09:15:00,10538.8,10596.7634,130,1,7495.242000000071,639760.4111250009
2018-12-12 14:05:00,10622.95,10681.376225,130,1,7555.409249999902,647315.8203750008
2018-12-13 09:15:00,10689.45,10748.241975,130,1,7602.956750000012,654918.7771250008
2018-12-13 09:30:00,10806.1,10795.2939,130,1,-1444.7929999999724,653473.9841250009
2018-12-13 11:05:00,10797.65,10786.85235,130,1,-1443.694500000056,652030.2896250008
2018-12-13 14:10:00,10796.2,10785.4038,130,1,-1443.5060000000885,650586.7836250007
2018-12-14 09:15:00,10791.5,10780.7085,130,1,-1442.8949999999168,649143.8886250008
2018-12-14 09:25:00,10785.05,10774.264949999999,130,1,-1442.0565000000533,647701.8321250008
2018-12-14 11:25:00,10784.65,10773.86535,130,1,-1442.0044999999482,646259.8276250008
2018-12-14 14:20:00,10787.05,10776.262949999998,130,1,-1442.3165000001063,644817.5111250008
2018-12-17 09:15:00,10790.5,10849.84775,130,1,7675.207500000106,652492.7186250009
2018-12-18 09:15:00,10859.75,10848.89025,130,1,-1451.7674999999508,651040.951125001
2018-12-19 09:15:00,10855.8,10915.506899999998,130,1,7721.896999999899,658762.8481250008
2018-12-19 11:10:00,10949.45,10938.50055,130,1,-1463.428500000009,657299.4196250008
2018-12-20 09:15:00,10939.65,10928.71035,130,1,-1462.1545000000333,655837.2651250007
2018-12-20 10:25:00,10918.15,10907.23185,130,1,-1459.3594999999368,654377.9056250008
2018-12-20 15:10:00,10893.75,10953.665625,130,1,7749.031249999953,662126.9368750008
2018-12-21 09:15:00,10958.2,10947.241800000002,130,1,-1464.5659999998861,660662.370875001
2018-12-21 09:50:00,10947.9,10936.9521,130,1,-1463.226999999897,659199.143875001
2018-12-21 10:40:00,10823.0,10833.823,130,-1,-1446.9900000000416,657752.153875001
2018-12-21 14:20:00,10838.75,10779.136875,130,-1,7709.706249999981,665461.8601250009
2018-12-24 14:25:00,10770.6,10711.3617,130,-1,7660.979000000116,673122.8391250011
2018-12-26 09:15:00,10683.85,10625.088825,130,-1,7598.952749999953,680721.791875001
2018-12-26 12:10:00,10586.55,10597.13655,130,-1,-1416.2514999999985,679305.540375001
2018-12-26 12:25:00,10594.5,10605.0945,130,-1,-1417.2849999999016,677888.2553750011
2018-12-26 13:15:00,10612.7,10623.3127,130,-1,-1419.650999999958,676468.6043750012
2018-12-26 13:25:00,10625.35,10635.97535,130,-1,-1421.295500000033,675047.3088750012
2018-12-27 11:15:00,10821.75,10810.92825,130,1,-1446.8274999998903,673600.4813750013
2018-12-27 14:00:00,10818.85,10808.03115,130,1,-1446.4504999999554,672154.0308750013
2018-12-31 09:15:00,10838.05,10897.659275,130,1,7709.205750000092,679863.2366250014
2019-01-01 10:30:00,10822.3,10833.122299999999,130,-1,-1446.8989999999758,678416.3376250014
2019-01-01 14:25:00,10830.15,10840.98015,130,-1,-1447.9194999999709,676968.4181250015
2019-01-02 09:15:00,10911.6,10900.688400000001,130,1,-1458.5079999999289,675509.9101250016
2019-01-02 09:30:00,10877.4,10866.5226,130,1,-1454.0619999999217,674055.8481250016
2019-01-02 12:20:00,10871.65,10860.77835,130,1,-1453.3144999998876,672602.5336250018
2019-01-02 14:00:00,10805.0,10745.5725,130,-1,7685.574999999972,680288.1086250017
2019-01-02 14:30:00,10756.5,10767.2565,130,-1,-1438.3449999999357,678849.7636250018
2019-01-03 10:10:00,10794.95,10805.74495,130,-1,-1443.3434999999372,677406.4201250018
2019-01-03 11:35:00,10787.7,10728.36765,130,-1,7673.205500000076,685079.6256250018
2019-01-04 10:05:00,10720.45,10661.487525,130,-1,7625.121750000035,692704.7473750019
2019-01-04 10:55:00,10643.4,10654.0434,130,-1,-1423.642000000109,691281.1053750018
2019-01-04 11:30:00,10673.6,10684.2736,130,-1,-1427.5680000000102,689853.5373750018
2019-01-04 12:25:00,10688.75,10699.43875,130,-1,-1429.5374999999149,688423.999875002
